,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport,sentiment analysis,sentiment analysis scores
62,Fahad Salih,Saudi Arabia,2023-08-06,5,"It was related to expectations and compliance with airline policy that was made to lower the cost and price. The check in was fast, considering there were 3 Wizz air flight at the same time. Flight was not on time. Boarding was smooth. FA were helpful and safety measures were good.",A321,Family Leisure,Economy Class,Riyadh to Venice,August 2023,3.0,4.0,,,4.0,,5,yes,True,Riyadh,Venice,,Positive,0.7506
63,E Larnet,Sweden,2023-08-06,1,"The flight W43113 was supposed to take off at 19.40. At 18.40 they still did not provide the check-in info. At 19:00 they announced a 20 minutes delay Then 30 minutes Then 80 minutes - because of ""weather conditions"". The weather didn't seem to affect any other flight companies. Then 140 minutes delay. Then they changes the gate, from one corner of the airport to the opposite one. And then they announced the flight is cancelled. And then it is rescheduled, next day at 16.30 They said they will ask for hotel rooms, but it's not sure we'll get one. While waiting, all the wizz air flights that day were delayed or cancelled. ",,Solo Leisure,Economy Class,Bucharest to Copenhagen,August 2023,1.0,1.0,,,1.0,,1,no,True,Bucharest,Copenhagen,,Negative,-0.765
64,Melanie Smith-Lawrence,United Kingdom,2023-08-05,2,"Check in took two hours and two phone calls at £71.80 call charges. Firstly my child’s DOB kept populating to a random date. Had to keep swapping from app to website then a phone call to amend . Secondly whizz air put booking under smithlawrence instead of smith-lawrence so another call to amend that as during check in you can’t amend the name. Not a good start. And very bitter at phone bill as I made £500 for to budget flights £50 for seat selection , £75 for baggage (one person only) and now this phone bill on top.",,Family Leisure,Economy Class,Luton to Dubrovnik,August 2023,1.0,1.0,1.0,1.0,1.0,1.0,2,no,False,Luton,Dubrovnik,,Neutral,0.2263
65,H Kosem,Israel,2023-08-05,1,"Flight delayed (3 hours) without a previous notice. Required to pay a 48 Euro fine for not being able to check in online prior to arriving at the airport. Unsatisfied from Wizz Air. Would not recommend to fly Wizz, Relatively poor airline.",,Family Leisure,Economy Class,Heraklion to Tel Aviv,August 2023,2.0,3.0,,,1.0,,1,no,True,Heraklion,Tel Aviv,,Negative,-0.6369
66,B Aaltonen,Finland,2023-08-04,1,Just absolutely terrible airline. Our flight was delayed by 5 hours and all we got was a 8 euro voucher which was not enough for even a meal. Wizz Air is just a bad airline. No respect for customers whatsoever. They do not have any proper way of contacting any real person if you want to reach customer service. Would not recommend to anyone.,,Couple Leisure,Economy Class,Turku to Rome,August 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Turku,Rome,,Negative,-0.5379
67,Dmitrii Aristov,Italy,2023-08-03,2,"The airline canceled my flight and now does not fly on this route Milan - Abu Dhabi. I received a letter that I can exchange or return funds to the Wizz Air account with a +20 percent bonus. But in fact, they want to refund me only in the amount of ‎3720.37 lei (and this is with a bonus), but I bought tickets for ‎5368 lei! The rest is fees that are non-refundable! But I also paid for them! It is possible to exchange the air ticket and the amount seems to remain full ‎5368 lei, but it cannot be done since it is impossible to change the airport of arrival and departure, the direction is canceled! In those support, they confirmed that there was no way to exchange and that they would return only 3720.37 lei. I consider this a scam! You canceled the flight and do not allow you to change tickets at full cost, even the airport of departure for Rome cannot be changed! Let me change air tickets at the full cost or return the full price to the account or card! You ruined my plans and stole money! I am very angry! I would not recommend anyone to buy flights from them.",,Family Leisure,Economy Class,Milan to Abu Dhabi,August 2023,2.0,2.0,,,1.0,,1,no,True,Milan,Abu Dhabi,,Negative,-0.4215
68,A Stanelau,United Kingdom,2023-07-31,1,"Terrible, disgusting, worst airline. Flights always delayed, minimum 3 hours. Plane dirty, cold air conditioner. Terrible customer service. Separate kids from parents seats on purpose, (with free seat near your child) so you will pay extra for choosing seats next time.",,Family Leisure,Economy Class,Luton to Palma de Mallorca,July 2023,1.0,1.0,,,1.0,,1,no,True,Luton,Palma de Mallorca,,Negative,-0.9423
69,Aurora Scerbo,Saudi Arabia,2023-07-30,2,System froze and we stuck 1 hour at the check in. The priority lane was slower than the regular one and was having one desk while the regular 3. The bus to reach the plane was overcrowded. The on board crew was fed up of the cabin luggages. We had our luggage between our legs because at at the check in it was not taken due to system breakdown. Very low quality service.,,Family Leisure,Economy Class,Rome to Jeddah,July 2023,2.0,2.0,,1.0,1.0,1.0,2,no,False,Rome,Jeddah,,Negative,-0.4215
70,S Daylin,Bulgaria,2023-07-30,1,"I am deeply disappointed and concerned about the way I was treated by Wizz Air in regard to flight W64326, 27th July 2023, Eindhoven to Sofia. I have confirmed booking Wizz Go, with pre-paid and reserved seat, priority check-in at the airport and free airport check-in – 50’ before departure at Eindhoven Airport. I was not informed that the flight is overbooked, not asked if I would volunteer, no that I would be denied boarding by any means. The online check-in app was not working for whatever reason. I was at the check-in desk at 2 hours before departure, I got a boarding pass and dropped off my baggage. I was at the gate 30' before departure, it was obvious that the flight would be delayed, but there was no information in any way about new departure time and overbooking. The gate service did not asked me if I would volunteer, nor that I would be denied boarding. The flight was delayed more than 1 hour, when I was at the gate checking my boarding pass for boarding I was just ordered to step away and not allowed boarding without any explanation. When I insisted for information what was happening, the ground service girl just told me that Wizz Air had overbooked the flight and somebody else had taken my seat. I was ordered leave the gate and go to complain to Wizz Air. I was given no information what I have to do, where to go, what were my rights, just behaving rude and arrogant, ignoring. The way Wizz Air and gate service treated me put me on high emotional and physical stress, messed up my personal and working plans. I do not care about Wizz Air overbooking practice – it is a bad business practice, it is Wizz Air corporate decision, but I will take care about that for myself. I am much concerned and affected by the services not provided, thought paid, the “denied boarding” rules (if any) and the way ground staff gate service treat such cases – unprofessional, no basic skills about customer service - rude and arrogant. I have already placed a claim; however, I do believe that Wizz Air will do nothing to improve the service of boarding, including denied boarding practice. For the sake of fairness, the lady at the complains desk was quite professional and made arrangement in descent manner.",,Business,Economy Class,Eindhoven to Sofia,July 2023,2.0,3.0,,,1.0,,1,no,True,Eindhoven,Sofia,,Negative,-0.9855
71,Mark Prentice,United Kingdom,2023-07-30,1,"The worst company ever, the flight out we were delayed for 7 hours, we were told at the airport and by the captain when we boarded that the original plane had broken down in Cyprus, when we got home and tried to claim compensation we were told the issue was with air traffic control, they sent me an email stating [IMPORTANT NOTICE: Please note that, given the UK's exit from the European Union, as of 1 January 2021, people living in the UK (ie have a UK registered mail address) will not be able to use the European Commission online. Dispute resolution platform as an alternative dispute resolution body]. On the flight home the automatic check in we paid for did not work, also we paid for seat selection with extra leg room, a day before our flight they changed our seats to row 39 right at the back of the plane without extra leg room, when we boarded I had to ask the cabin crew for wet wipes to clean our seats as they had coke and food on them, so did the gentleman in front of us, the cabin crew stood there while we cleaned our seats, this was the first and last time I will ever use this airline, and I would advise everyone to avoid this terrible company.",,Couple Leisure,Economy Class,Gatwick to Istanbul,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,London,Istanbul,,Negative,-0.9062
72,I Patel,United Kingdom,2023-07-28,1,"Awful service, flight was cancelled as we were at the gate of the airport due to one staff member feeling ""ill"". They make the compensation process so complicated to make a claim and they charge a fortune just to talk to someone on the phone. Waste of time and money, don't use this airline.",,Solo Leisure,Economy Class,London to Vienna,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,London,Vienna,,Negative,-0.8442
73,E Han,United Kingdom,2023-07-28,1,"Cancelled my flight whilst at the airport 2 hours before I was due to fly and no prior notification. Tried to defer blame 3rd party travel agency for cancellation. Refunded all costs to a 3rd party travel agency even though some costs had been paid directly to Wizz Air via their website. Ground staff handed me a slip of paper with contact details to complain. Offered nothing - food/water or advice. Arrived at destination more than 12 hours late only after travel agency went out of their way to re-book me on another flight, even that was delayed by 2 hours. Nothing offered on the flight and crew were even ruder than ground crew. Spent more than 14 hours at the airport waiting for resolution and arrived at destination exhausted as had been awake for more than 24 hours. Do not fly with Wizz Air whatever the circumstance. Customer service refused any form of compensation even after landmark U.K. ruling that Wizzair had neglected customers. ",,Couple Leisure,Economy Class,Luton to Larnaca,July 2023,1.0,1.0,,,1.0,,1,no,True,Luton,Larnaca,,Negative,-0.6952
74,Stefan Firu,Romania,2023-07-28,1,"Before the flight, I paid extra for priority check-in but when I got to the airport I was told there was no counter available for this so I was told to wait. After waiting for quite some time when I got there they told me my bag was 10 kg heavier. My bag was 30kg and I had bought 20kg for the cabin + 10kg for the plane. So I told them I have only one bag which is 30kg they said no it had to be 2 bags one 20kg and 1 10kg I said no problem, I will just take 10kg out of the bag and I will take them with me on the plane.  I was told that I don't have time to do that and that if I don't pay the 10kg which was 65 EUR, I won't be able to board the flight. SO I had to pay 65E, but that's not all after all this they lost my bag and now they stopped answering my emails for the last 3 days.",,Solo Leisure,Economy Class,Bucharest to Riyadh,July 2023,1.0,3.0,,,1.0,,2,no,False,Bucharest,Riyadh,,Negative,-0.8316
75,Eustace Coutinho,United Kingdom,2023-07-27,2,An absolute rip off. To charge customers £40 for not checking in online is day light robbery. Customer service then claimed they couldn't locate my file. Never had a worse experience.,,Solo Leisure,Economy Class,London to Lisbon,July 2023,1.0,3.0,1.0,1.0,1.0,1.0,1,no,False,London,Lisbon,,Neutral,0.431
76,Sofia Consonni,United Kingdom,2023-07-27,1,"Disgusting customer service. Flight first delayed, then cancelled. Tried to rebook through their systems and was blocked via web, app, etc. Tried to call the customer service numbers both in italy and UK both did not work! SO tried with live chat agents, always busy and never replying. Then, they sent me a refund that i did not ask for, which is not enough for a new flight. I am yet to go back to the UK. Stuck in Italy. ",,Business,Economy Class,Milan to London,July 2023,,,,,1.0,,1,no,False,Milan,London,,Negative,-0.8957
77,James Hofstader,Albania,2023-07-26,1,"This airline is pretty terrible. I know you get what you pay for, but damn. They delayed our flight not once but three times in a row, and caused us huge headaches.",,Solo Leisure,Economy Class,Tirana to Milan,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Tirana,Milan,,Negative,-0.4588
78,S Norden,Singapore,2023-07-26,1,Worst airline in the world. Similar experience to many - couldn't check in online before flight due to system error and charged ridiculous amounts at airport to do so. Flight delayed. Subsequently found out they are officially worst for delays. ,,Solo Leisure,Economy Class,Budapest to London,July 2023,2.0,1.0,,1.0,1.0,1.0,1,no,True,Budapest,London,,Negative,-0.9413
79,Rosa Miguel ,United Arab Emirates,2023-07-26,1,"The first and last time I fly with this airline. I understand it is a low cost airline, but to not provide even water in a 6 hour flight is unbelievable. Besides the staff was full of attitude and didn't show a little gesture of kindness, at first I thought it was just bad luck with an employee, however after the second flight I understood it is a requirement to get hired, have no manners. The best happened when we landed in Dammam (Saudi Arabia), being around 240 people in the aircraft approximately 150-200 needed to get a connection flight; however, because the airline apparently doesn't have a contract with the airport, we were all obliged to pay EUR130 for a transit visa, even though none of us would step in the country. This was absolutely ridiculous and we got the explanation from the local authorities that they daily faced that issue of people flying with WizzAir. Nothing was ever explained in the reservations email, which should have been detailed even prior of making the booking. As per my experience it was a given that when you are flying internationally and have everything ready for your next flight you just have to cross de ""International transfer"" door at the airport, however Wizz Air had a wonderful surprise for us. I was lucky and did not miss my flight, but I will definitely pay extra next time to travel with a decent airline.",,Solo Leisure,Economy Class,Ibiza to Dubai via Milan/Saudi Arabia,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Ibiza,Dubai,Milan/Saudi Arabia,Positive,0.9329
80,N Tan,Ireland,2023-07-25,1,"AVOID IF YOU CAN!! Absolute joke of a company. First time flying with them. We were due to depart form Baku to Rome around 14:20. Not only the flight was delayed and we almost missed the connecting flight but the online check in link also did not work. Tried checking in the night before twice and the morning of (5 hours prior) the flight, but still the link did not work and notified that we need go to the gates. Which when we did they heavily insisted that we had to pay 120 euro for Airport check- in and if not they refused to give us their ticket. The employee also insisted that he was not a Wizz Air employee but he had the right to demand such payments on the company's behalf also refused to give us any info on how to contact Wizz Air and refused to call anyone from Managerial level. We checked the website and is stated that if links did-not work airport check-in will be free but the employee insisted this is not the case and that we had to pay as there was no other choice if we wanted to fly. We have been trying to contact them for the past 2 days now. The phone numbers do not work and they charge crazy for them. Online chat is also brushing off all the options that you select and refuses to connect to a live agent. I have contacted them though other socials as well but just from the Instagram comments I can see that I will never get any answer or refund. Again if possible do not fly with them, better off paying a bit more for other decent airlines, since Wizz is still going to scam you out of the money you saved by booking with them. Hope this review helps someone.",,Family Leisure,Economy Class,Baku to Rome,July 2023,1.0,1.0,1.0,,1.0,,1,no,False,Baku,Rome,,Negative,-0.228
81,Saira Salman,Canada,2023-07-25,2,We tried to check in using the app and were unsuccessful 3 times. Then tried to use the web base check in with no success. Once we got to the airport stood in line for 50 mins only to be told we were told we had to speak to airport service so that they can rectify the fact that the app did not allow us to check in. Given we did not know to take screen shots the service representative told us we should have proof and would need to pay 130 euro to check in. Or call the whizz customer service portal. We tried to call them for which the charge was 1 euro per ‘min and yet again the app did not work. We tried to show the airport customer service representative that nothing was working only to be told they cannot help and we must pay the amount or miss our flight. This was totally unhelpful. This is absolutely unacceptable and leave a bad taste both with regards to the airline and more so with the airport authorities.,,Family Leisure,Economy Class,Vienna to London,July 2023,1.0,1.0,,,1.0,,1,no,False,Vienna,London,,Negative,-0.8425
82,J Chan,Norway,2023-07-24,1,"My flight from Bucharest to Copenhagen was delayed for over 4 hours, which made me not only missed my next flight, but also made me additionally spent more money to book hotel for one night. Over the period of delaying, not service people informed us the reason, until very late end, all the passengers got angry, they just slowly gave us a bottle of water and chocolate. I contacted the service, they just said 'sorry, we cannot reimburse your cost for booking new flight and hotel'. The airline's error cost me spend far more money. But they did nothing to solve my issue. I complained with my friends, they all complained this company. This is the first time i took the flight from this company, no more.",,Business,Economy Class,Bucharest to Copenhagen,July 2023,1.0,1.0,,,1.0,,1,no,True,Bucharest,Copenhagen,,Negative,-0.8394
83,Tonya Pinkins,United States,2023-07-23,1,"Zero Customer service via email or social media. I had a long layover at Gatwick, ten hours. They wouldn't check me through to second flight. I put luggage in storage so I could eat. I get a note of a flight delay while I am at the airport. Who reads beyond that subject line? I’m sitting near check-in gates not worried because of delay. No names called, no announcement I and five (5) other passengers assumed delayed flight delayed, but no check-in was the same. They closed the flight. Did not get to fly. I paid for extra baggage, premiere services. No one to contact for a refund or credit of any Part of it.",,Solo Leisure,Economy Class,Gatwick to Athens,June 2023,1.0,,,,1.0,,1,no,True,London,Athens,,Negative,-0.8176
84,O Gido,Israel,2023-07-23,1,"Bad experience, bought a tickets from the internet and paid more 100€ for a check in. Dont fly with wizzair. Very bad company, its only feels cheap and at the end you are paying more than normal flights",,Couple Leisure,Economy Class,Tel Aviv to Rhodes,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Tel Aviv,Rhodes,,Negative,-0.3506
85,L James,United States,2023-07-21,1,This airline is a joke. I have a disabled child and our passports haven’t scanned properly anywhere in Europe and because I didn’t check in online I was charged $150! Of course they close online check-in 3 hours before. I will never fly this airline again. Flyers beware.,,Family Leisure,Economy Class,Venice to London,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Venice,London,,Neutral,0.296
86,B Paulus ,Slovakia,2023-07-21,1,"Don’t waste your money even looking at this airline. They will charge you everything they possibly can (pay it or don't fly at the gate). I booked extra leg room, was charged 50€ for it, of course they changed my seat and now its impossible to get anyone to help me get a refund apart from AI silly chat assistant. Utmost frustrating and unhelpful, total waste of time and money! I paid for the flight over 324 € + 50€ extra charge for one cabin suitcase +50€ for extra leg room (not respected by the airline in the end) = total of 424€! Not so low cost after all...absolute disgrace! Customer service appallingly difficult to get to!",A321,Solo Leisure,Economy Class,Malaga to Vienna,July 2023,1.0,2.0,2.0,1.0,1.0,2.0,1,no,False,Malaga,Vienna,,Negative,-0.9311
87,E Keyre,Costa Rica,2023-07-20,1,"To Wizz air, a ‘carry on’ is actually a personal item and a trolley bag is a ‘carry on’. The staff was rude at the gate and the flight was majorly delayed due to missing flight attendant. It’s a budget airline so some of this is expected but in this case it is worth less than what you pay for.",,Solo Leisure,Economy Class,Budapest to Berlin,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,2,no,True,Budapest,Berlin,,Negative,-0.6872
88,C Keares,United Kingdom,2023-07-19,1,"Absolutely terrible from start to finish. Even if you add all the upgrades (which I did, extra baggage & I still got charged for going over despite not having any hand luggage). I paid for priority boarding and at check-in had to wait for other 'non-priority' boarding passengers. There was no priority boarding. When I asked what we were paying for, they said we could bring another bag (which you can just pay for when booking). Avoid this airline, rather pay a bit extra on another airline for a less stressful trip. ",,Solo Leisure,Economy Class,Gatwick to Istanbul,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,2,no,True,London,Istanbul,,Negative,-0.9028
89,Klodian Burri,Albania,2023-07-17,1,"Fly on you own risk. I was on holiday in Catania and today morning woke up at 3:30 and got to the airport on 4 a clock for the flight. Sudden it was a fire on the airport of Catania, luckily nobody was hurt but every flight was cancelled and all the the flight companies where picking up their passenger to accommodate them on the hotels near by or re-route them to the closest airport so they can fly back home, only from Wizz air no one was present. We waited but we just got an sms that the flight was cancelled and you can get refund and that's it. No help from the company, nothing, 200 people left alone in a city with no where to go thanks to Wizz air. I wont travel with them anymore and I suggest no one does and hope they go broke.",,Couple Leisure,Economy Class,Catania to Tirana,July 2023,,,,,1.0,,1,no,True,Catania,Tirana,,Neutral,0.4114
90,Janak Pastagia,Saudi Arabia,2023-07-16,1,"I had booked my ticket online through the Wizz Air website in the month of April to go from Dammam to Abu Dhabi and return as below flights: Dammam to Abu Dhabi for 23/6/2023, Abu Dhabi to Dammam for 30/6/2023. Experience for Dammam to Abu Dhabi for 23/6/2023 - Check-in was over the counter at the airport. Flight got delayed by almost 2 hrs and nobody knew what was the reason. No complimentary refreshment was given even after this huge time delay. I missed my connecting bus and reached my hotel very late at midnight due to this delay. Experience for Abu Dhabi to Dammam for 30/6/2023 - Now this is the real deal. When we reached the airport for check-in we were informed that we have online check-in option during booking. So they will charge to do check-in at the airport. That charge is almost 2 times of the cost of ticket. Wow! By the way, they will put every details like food choice, weight limits along with all useless info in ticket but they will never mention compulsory web check-in option in ticket and charges for not complying it. Also they are so caring to send you useless mail before departure to remind you to check about destination visa but never remind you to do web check-in which is only option as per their understanding and its penalty. This strategy was used to loot almost 10 more passengers who were there on the same flight. They were also cheated in the same manner and they seemed really upset which spoiled their vacation. In short, highly unreliable and really ""cheap"" tactics to take your money. ",,Family Leisure,Economy Class,Dammam to Abu Dhabi,June 2023,1.0,1.0,,,1.0,,1,no,True,Dammam,Abu Dhabi,,Negative,-0.7031
91,R Barkim,United Arab Emirates,2023-07-16,2,"Yesterday, we encountered a distressing situation with Wizz Air. My sister and I were traveling from Abu Dhabi to Antalya on an early Saturday morning. We each had one free carry-on bag, which we placed under our seats. After checking in, we proceeded to gate 17 for departure. However at the departure gate, we were informed that the flight's cabin baggage capacity was full, and they asked us to leave our carry-on bags there. They gave us tags and assured us we could collect our bags from the airport belt later. Since we only had our carry-on bags with us, my sister and I had packed everything essential, including clothes, undergarments, makeup, toiletries, footwear, and my tablet in those bags. Upon arriving at Antalya Airport, we were dismayed to find that our bags were not on the belt. We immediately filed a complaint, but the response from the complain center was that our bags were still in Abu Dhabi; they hadn't been loaded onto the plane. Now, my sister and I are left with only our small cross bags, containing just our passports and money. We have nothing else to wear or use. Our plan was to continue from Antalya to Trabzon, but without our bags, that seem to be impossible. What was supposed to be a mini-vacation has turned into a nightmarish experience all because of Wizz Air's mishandling of our baggage. We had so many plans, but now we feel lost and don't know what to do.",,Family Leisure,Economy Class,Abu Dhabi to Antalya,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Abu Dhabi,Antalya,,Negative,-0.8074
92,Nedim Ergin,United Kingdom,2023-07-15,2,"More than 1 hour delayed. Plane was dirtiest I ever seen. Seats, floor between seats are so dirty looking as cleaned last time 10 years ago never again don't fly with Wizz Air",,Family Leisure,Economy Class,Istanbul to London Gatwick,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Istanbul,London,,Negative,-0.6597
93,A Milenberga,Ireland,2023-07-13,1,"It was the worst experience of my life. We were boarded and held in the scorching hot corridor for hours, after which they used us out without a word of explanation . Flight never took off. they never provided 1 percent of regulations 261/2004, nothing at all. In any communications they only lied to me and said something else in every letter. Refused to pay compensation. ",,Family Leisure,Economy Class,Cagliari to Milan,August 2022,1.0,1.0,,,1.0,,1,no,True,Cagliari,Milan,,Negative,-0.7269
94,Nick Fisher,New Zealand,2023-07-12,1,No longer a budget airline as the add on fees have been hiked significantly whilst Ryanair and easyJet have kept their add ons reasonably priced. Wizz's flights are also delayed more frequently than not. Wizz Air used to be reasonable but now seems desperate for money to the point of driving their company into the ground.,,Business,Economy Class,Budapest to Gatwick,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Budapest,London,,Negative,-0.5574
95,N Darsyl,Lithuania,2023-07-10,1,"Disappointing experience in general. All the flights from/to Vilnius were cancelled a few months in advance due to NATO summit, but wizz air pretended they never heard of this until the last minute and were even selling tickets on those dates. Their customer line is just useless - they neither have any info nor they can help. I got to pay additionally from at my own cost to reschedule my flights, as wizz air kept silent until the very last moment and I didn't want to lose my hotel reservations or stay without a hotel.",,Family Leisure,Economy Class,Vilnius to Paris,July 2023,1.0,2.0,1.0,1.0,2.0,1.0,1,no,True,Vilnius,Paris,,Negative,-0.8992
96,Ionela Lazar,United Kingdom,2023-07-09,1,"I would rate this airline company 0 but there is not this option. I booked a return ticket for an emergency family issue, the flight cost me £350 return next day, when was my turn to give them the ticket for check to get in the plane the person on checking was holding me and another 4 people and told us that we have no more seats available, shocking as I have done my checking on time and I had allocated seat. I asked for the reason why this is happening and to give me a reason and the answer she started shouting and raising her voice as treated as the customer as nobody, awful experience. I have raised a complaint against but talking about Wizzair with no response. My advice is : better pay a bit more and fly with decent airline. By the way I am a member with them over the last 10 years but nothing counts with this airline. I am extremely disappointed and disgusted of how they treated people.",,Solo Leisure,Economy Class,Luton to Bacau,July 2023,,,,,1.0,,1,yes,True,Luton,Bacau,,Negative,-0.813
97,A Callender,Australia,2023-07-06,1,"We purchased our tickets over 4 months in advance for four of us to fly from Budapest to Bologna. One month later Wizz Air cancelled. Try as we might, we cannot get a refund, despite assurances from the airline. Sadly, all they have done is lie to us. I would never recommend this airline. Over 10 months later we have had no success in recovering the US$400 spent. We flew Ryanair instead and they have never let us down.",,Family Leisure,Economy Class,Budapest to Bologna,January 2023,,,,,,,1,no,True,Budapest,Bologna,,Neutral,0.223
98,K Laine,Finland,2023-07-05,1,"Never again. As simple as that. Worst web check-in environment, worst delays, worst attitude. What's the point of a timetable, if it's systematically late.",,Family Leisure,Economy Class,Dubrovnik to Vienna,July 2023,1.0,2.0,1.0,1.0,1.0,1.0,2,no,True,Dubrovnik,Vienna,,Negative,-0.7935
99,M Peter ,Spain,2023-07-05,1,"Worst airline ever. In the last year, more than four flights of mine were delayed causing a lot of money loss. The staff are disrespectful and the organization is terrible. They are changing their prices continuously, which makes the booking very, very annoying. ",,Solo Leisure,Economy Class,Palma to Budapest,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Palma,Budapest,,Negative,-0.9287
100,A Dawson,New Zealand,2023-07-04,1,"Worst flight ever in my experience, we were advised via email and phone that flight will be delayed. I have organised in advance for more luggage to be able to carry and paid extra. Arrived at Lisbon Airport to check in 2 hours in advance to be told that the check out was closed and there is nothing we can do , even though we understood that the plane was not even landed from previous flight. It was a nightmare, we had to protest to be checked in. That is within the standard two hours before departure. We asked what is the option, they said i had to take the luggage with me at the gate and pay extra for the luggage. Then they verified again our tickets and perhaps they saw that we paid additional fees for additional luggage and they finally checked us in. Then as we went at the gate we had to endure more than an hour for the luggage to be verified for size, and there was a huge line with people corralled like cattle with no option to sit or even use toilet as you would be afraid you'd lose your place in that que. We had to wait a lot to get through there were people with luggage that were made to paid extra. After an ordeal of waiting like cattle standing and being slowly marched through to check luggage size, we were further corralled towards the embarking gate, and after another about 40 min we were marched towards the plane by foot. We got in, we arrived in Bucharest shortly after 1.00a.m. and since then we are waiting at the band for the luggage to arrive. All the passengers are waiting whilst I am writing this review for luggage and it is 2.24a.m. with NO information as to what happened to luggage and when are they going to unload the luggage",,Family Leisure,Economy Class,Lisbon to Bucharest,July 2023,1.0,1.0,,,1.0,,1,no,True,Lisbon,Bucharest,,Negative,-0.7506
101,V Bengin,Serbia,2023-07-03,1,"I recently had the misfortune of flying with Wizz Air, and I must say that my experience was nothing short of a nightmare. From the moment I booked my ticket until the conclusion of my journey, the airline continuously tried to charge me in every possible way, leaving a bitter taste in my mouth. Firstly, during the booking process, I was bombarded with various hidden fees. What appeared to be a reasonably priced ticket quickly turned into a financial burden. Wizz Air charged exorbitant fees for everything, including choosing a seat, bringing carry-on luggage, and even printing boarding passes at the airport. It felt like every step I took required an additional payment, making the overall cost of my flight much higher than anticipated.",,Solo Leisure,Economy Class,Belgrade to Nice,July 2023,1.0,1.0,,,1.0,,1,no,True,Belgrade,Nice,,Negative,-0.5267
102,D Harlun,Romania,2023-07-03,9,"Flight delayed at departure but arrived on time. Boarding was slow. Cabin crew friendly and willing to help but stocked to the rule (no seat changes were permitted before take-off). Because it was the last flight of the day, some food and drinks products were unavailable (eg mineral water). A good flight home.",A320,Couple Leisure,Economy Class,Basel to Cluj,July 2023,5.0,5.0,3.0,,4.0,,5,yes,True,Basel,Cluj,,Positive,0.7845
103,Christos Constantinides,Cyprus,2023-07-01,1,"We took off with 2 hours delay for our destination which was Paris. On the way the pilot said that due to weather conditions (mid summer) we will land to another airport. At 10 pm we landed in Brussels. Even though the crew member said they will arrange for us transportation to Paris and they will compensate us, they never did. We manage to go to our destination at 10 am with our expenses. On the way back we had 3 hours delay plus 26 people had to stay back because they said one crew member was sick.",,Family Leisure,Economy Class,Larnaca to Beauvais Paris,June 2023,1.0,2.0,2.0,1.0,2.0,1.0,2,no,True,Larnaca,Beauvais Paris,,Negative,-0.7845
104,J Harlun,Romania,2023-07-01,10,"Boarding slow, waited on the stairs to board the bus. Flight was within the schedule, cabin crew friendly and willing to help. Seat comfortable, with lot of space (emergency exit). We travelled light, so exit in Basel was vey fast. Excellent flight overall.",A320,Couple Leisure,Economy Class,Cluj to Basel,July 2023,5.0,5.0,,,4.0,,5,yes,True,Cluj,Basel,,Positive,0.8834
105,J Maldins,Georgia,2023-06-28,1,"The system of WizzAir is not allowing to buy a ticket for somebody else - neither in the app, not on the website. You just cannot unclick the box “I am the passenger”, no way. When I tried getting help from the Live Chat Agent, I was told to buy a ticket and request name change, and it implied you just change the name and that is it. For each chat with the Agent, you have to provide your details, like the booking number and account email address, so that they know who exactly is requesting support. I did buy the ticket, and the same agent has informed me that in order to change the name on the booking I will have to pay the fee. Right after letting me know the agent left the chat. So, you have no chance to buy a ticket for someone else from your account, and the airline is telling you to do things, you will have to pay for. The airline is manipulating you into spending money for things that you wouldn’t normally have to pay for. ",,Solo Leisure,Economy Class,Riga to Kutaisi,June 2023,,,,,,,1,no,True,Riga,Kutaisi,,Positive,0.8271
106,E Allen,United Kingdom,2023-06-28,1,"Dreading, customer services are absolutely shocking, cannot speak English and refuse to acknowledge because I booked through booking.com, they slam phone down and very arrogant and rude, cannot view flights on app or online because I booked through agent, cannot print off boarding because of this. Horrible company.",,Family Leisure,Premium Economy,Luton to Istanbul,June 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Luton,Istanbul,,Negative,-0.9606
